ID,"Item title","Final URL","Image URL","Item description","Item category",Price,"Sale price"
283,"Admiral: Split to Split 2021",cruise-split-split-admiral-2021,/storage/ships/admiral-cover-photo.jpg,,Deluxe,-,-
539,"Stella Maris: Split - Dubrovnik - Split 2022",cruise-split-dubrovnik-split-stella-maris-2022,/storage/ships/Stella_Maris_air_-_0144.jpg,"<p>If you are looking for a great round trip along the Croatian coast, choose Split as you starting point to go down to Dubrovnik and back. This route includes all the &bdquo;greatest hits&ldquo; of Croatia's gourgeous archipelago: Hvar, Brač, Mljet and Korčula. This itinerary offers a lot of relaxation, great sight-seeing and unforgettable gastronomic experience. Swim stops before lunch, arrival to the port in the afternoon and evenings spent at leisure exploring new towns before disembarking back in Split.&nbsp;</p>",Deluxe,-,-
284,"Adriatic Sky: Split to Split 2021",cruise-split-split-adriatic-sky-2021,/storage/ships/adriatic_sky.jpg,,Deluxe,-,-
540,"Equator: Split - Zadar - Split 2022",cruise-split-zadar-split-equator-2022,/storage/ships/equator.jpg,"<p>The Croatian coastline north of Split has so much to offer, however, surprisingly, it often goes overlooked. The good news is: North Dalmatia is way less crowded than the south, which brings more opportunities to explore the main highlights without hords of tourists. Listen to the famous Sea Organ in the 3,000-year-old city of Zadar, stroll along the picturesque seafront of &Scaron;ibenik, enjoy multiple stops for swimming and delicious meals on board.&nbsp;</p>",Deluxe,-,-
29,"Splendid: Dubrovnik to Split",cruise-dubrovnik-split-splendid,/storage/ships/splendid-lead-1.jpg,,"Premium Superior",-,-
285,"Aurelia: Split to Split 2021",cruise-split-split-aurelia-2021,/storage/ships/aurelia1.jpg,,"Deluxe Superior",-,-
541,"New Star: Dubrovnik to Split 2023",cruise-dubrovnik-split-new-star-2023,/storage/ships/newstar-lead-004-cut.jpg,"<p>This incredible one way program from the glittering Dubrovnik to Dalmatia's capital Split is going to be a truly memorable sea adventure! Visit the most wanted destinations like Hvar, Mljet and Brač, explore the remote island of Vis, also known as Croatia's Capri, indulge your taste buds with various gastronomic experiences such as fresh oyster tasting and dinner at a rural Dalmatian estate. Your friendly Captain and the crew will make sailing between the islands smooth and pleasant, with plenty of swim stops, delicious meals and stunning ocean views.&nbsp;</p>",Deluxe,-,-
542,"New Star: Split to Dubrovnik 2023",cruise-split-dubrovnik-new-star-2023,/storage/ships/newstar-lead-004-cut.jpg,"<p>Treat yourself to a gorgeous one way cruise from the medieval city of Split to poshy Dubrovnik. All the must-see Croatian highlights are here: Hvar, Brač, Mljet, Korčula and Vis, but at the same time the cruise offers a little extra that will make your journey unforgettable: some rural experience, oyster tasting, real Dalmatian dinner and swim stops in picturesque lagoons. Apart from that, enjoy a high level of personalized service, delicious meals on board, spacious sundeck with hot tub and comfortable cabins.&nbsp;</p>",Deluxe,-,-
287,"Futura: Split to Split 2021",cruise-split-split-futura-2021,/storage/ships/cruise-dubrovnik-split-futura.jpg,,"Deluxe Superior",-,-
543,"President: Split to Split 2022",cruise-split-split-president-2022,/storage/ships/president-lead-003.jpg,"<p>The perfect option for everybody who visits Croatia for the first time. Stop off at the most popular destinations: Hvar, Brać, Korcula, Mljet and last but not least &ndash; Dubrovnik, one of Croatia's most visited historical towns located in the very south of the country. This signature cruise offers a great portion of inspiring sight-seeing, fantastic swim stops, nature experience and incredible local cuisine. Both embarkation and disembarkation is in Split, which makes it easier in terms of arranging flights and holiday extension after the cruise.&nbsp;&nbsp;</p>",Deluxe,-,-
288,"Maritimo: Split to Split 2021",cruise-split-split-maritimo-2021,/storage/ships/maritimo-lead-71.jpg,,"Deluxe Superior",-,-
289,"Markan: Split to Split 2021",cruise-split-split-markan-2021,/storage/ships/cruise-dubrovnik-markan.jpg,,"Deluxe Superior",-,-
545,"My Wish: Dubrovnik to Split 2023",cruise-dubrovnik-split-my-wish-2023,/storage/ships/my-wish2.jpg,"<p>The southernmost town of Croatia is a great place to start your voyage! The coastline between Dubrovnik and Split is literally sprinkled with charming islands - real heaven for all nature and culture lovers. Comfortable accommodation in an en-suite cabin, swim stops in picturesque secluded lagoons, delicious meals and breathtaking views will make your Croatian dream come true.</p>","Deluxe Superior",-,-
290,"My Way: Split to Split 2021",cruise-split-split-my-way-2021,/storage/ships/My_Way_-_002.jpg,,"Deluxe Superior",-,-
546,"My Wish: Split to Dubrovnik 2023",cruise-split-dubrovnik-my-wish-2023,/storage/ships/my-wish2.jpg,"<p>Fancy an exciting 8-day adventure in the gorgeous Adriatic Sea? Start your journey in Dalmatia's vibrant capital Split and disembark in the fabulous city of Dubrovnik. Despite the tight-looking sailing schedule, the route is perfectly designed for everyone yearning for a relaxing holiday! Stop off at Hvar, Brač, Vis and Elafiti to enjoy some sight-seeing, fantastic nature and lovely beaches.&nbsp;</p>","Deluxe Superior",-,-
291,"Nautilus: Split to Split 2021",cruise-split-split-nautilus-2021,/storage/ships/IMG_1702.jpg,,"Deluxe Superior",-,-
547,"My Way: Split to Dubrovnik 2023",cruise-split-dubrovnik-my-way-2023,/storage/ships/My_Way_-_002.jpg,"<p>Fancy an exciting 8-day adventure in the gorgeous Adriatic Sea? Start your journey in Dalmatia's vibrant capital Split and disembark in the fabulous city of Dubrovnik. Despite the tight-looking sailing schedule, the route is perfectly designed for everyone yearning for a relaxing holiday! Stop off at Hvar, Brač, Vis and Elafiti to enjoy some sight-seeing, fantastic nature and lovely beaches.&nbsp;</p>","Deluxe Superior",-,-
292,"San Antonio: Split to Split 2021",cruise-split-split-san-antonio-2021,/storage/ships/1_SanAntonio_(29).jpg,,Deluxe,-,-
548,"My Way: Dubrovnik to Split 2023",cruise-dubrovnik-split-my-way-2023,/storage/ships/My_Way_-_002.jpg,"<p>The southernmost town of Croatia is a great place to start your voyage! The coastline between Dubrovnik and Split is literally sprinkled with charming islands - real heaven for all nature and culture lovers. Comfortable accommodation in an en-suite cabin, swim stops in picturesque secluded lagoons, delicious meals and breathtaking views will make your Croatian dream come true.</p>","Deluxe Superior",-,-
293,"Adriatic Sky: Split to Dubrovnik 2021",cruise-split-dubrovnik-adriatic-sky-2021,/storage/ships/adriatic_sky.jpg,,Deluxe,-,-
295,"Aurelia: Split to Dubrovnik 2021",cruise-split-dubrovnik-aurelia-2021,/storage/ships/aurelia1.jpg,,"Deluxe Superior",-,-
551,"Desire: Dubrovnik to Split 2023",cruise-dubrovnik-split-desire-2023,/storage/ships/desire.jpg,"<p>The southernmost town of Croatia is a great place to start your voyage! The coastline between Dubrovnik and Split is literally sprinkled with charming islands - real heaven for all nature and culture lovers. Comfortable accommodation in an en-suite cabin, swim stops in picturesque secluded lagoons, delicious meals and breathtaking views will make your Croatian dream come true.</p>","Deluxe Superior",-,-
296,"Ave Marija: Split to Dubrovnik 2021",cruise-split-dubrovnik-ave-marija-2021,/storage/ships/cruise-split-dubrovnik-ave-maria.jpg,,"Deluxe Superior",-,-
552,"Equator: Dubrovnik to Split 2023",cruise-dubrovnik-split-equator-2023,/storage/ships/equator.jpg,"<p>The southernmost town of Croatia is a great place to start your voyage! The coastline between Dubrovnik and Split is literally sprinkled with charming islands - real heaven for all nature and culture lovers. Comfortable accommodation in an en-suite cabin, swim stops in picturesque secluded lagoons, delicious meals and breathtaking views will make your Croatian dream come true.</p>",Deluxe,-,-
297,"Futura: Split to Dubrovnik 2021",cruise-split-dubrovnik-futura-2021,/storage/ships/cruise-dubrovnik-split-futura.jpg,,"Deluxe Superior",-,-
298,"Infinity: Split to Dubrovnik 2021",cruise-split-dubrovnik-infinity-2021,/storage/ships/infinity-cover.photo_(1).jpg,,"Deluxe Superior",-,-
554,"Desire: Split to Dubrovnik 2023",cruise-split-dubrovnik-desire-2023,/storage/ships/desire.jpg,"<p>Fancy an exciting 8-day adventure in the gorgeous Adriatic Sea? Start your journey in Dalmatia's vibrant capital Split and disembark in the fabulous city of Dubrovnik. Despite the tight-looking sailing schedule, the route is perfectly designed for everyone yearning for a relaxing holiday! Stop off at Hvar, Brač, Vis and Elafiti to enjoy some sight-seeing, fantastic nature and lovely beaches.</p>","Deluxe Superior",-,-
299,"Markan: Split to Dubrovnik 2021",cruise-split-dubrovnik-markan-2021,/storage/ships/cruise-dubrovnik-markan.jpg,,"Deluxe Superior",-,-
555,"Equator: Split to Dubrovnik 2023",cruise-split-dubrovnik-equator-2023,/storage/ships/equator.jpg,"<p>Fancy an exciting 8-day adventure in the gorgeous Adriatic Sea? Start your journey in Dalmatia's vibrant capital Split and disembark in the fabulous city of Dubrovnik. Despite the tight-looking sailing schedule, the route is perfectly designed for everyone yearning for a relaxing holiday! Stop off at Hvar, Brač, Vis and Elafiti to enjoy some sight-seeing, fantastic nature and lovely beaches.&nbsp;</p>",Deluxe,-,-
300,"Rhapsody: Split to Dubrovnik 2021",cruise-split-dubrovnik-rhapsody-2021,/storage/ships/rhapsody.jpg,,"Deluxe Superior",-,-
301,"Riva: Split to Dubrovnik 2021",cruise-split-dubrovnik-riva-2021,/storage/ships/001.jpg,,Deluxe,-,-
302,"San Antonio: Split to Dubrovnik 2021",cruise-split-dubrovnik-san-antonio-2021,/storage/ships/1_SanAntonio_(29).jpg,,Deluxe,-,-
558,"Equator: Split to Split 2023",cruise-split-split-equator-2023,/storage/ships/equator.jpg,"<p>If you are looking for a great round trip along the Croatian coast, choose Split as you starting point to go down to Dubrovnik and back. This route includes all the &bdquo;greatest hits&ldquo; of Croatia's gourgeous archipelago: Hvar, Brač, Mljet and Korčula. This itinerary offers a lot of relaxation, great sight-seeing and unforgettable gastronomic experience. Swim stops before lunch, arrival to the port in the afternoon and evenings spent at leisure exploring new towns before disembarking back in Split.&nbsp;</p>",Deluxe,-,-
303,"Adriatic Sky: Dubrovnik to Split 2021",cruise-dubrovnik-split-adriatic-sky-2021,/storage/ships/adriatic_sky.jpg,,Deluxe,-,-
304,"Adriatic Sun: Dubrovnik to Split 2021",cruise-dubrovnik-split-adriatic-sun-2021,/storage/ships/IMG_8104.jpg,,"Deluxe Superior",-,-
305,"Aurelia: Dubrovnik to Split 2021",cruise-dubrovnik-split-aurelia-2021,/storage/ships/aurelia1.jpg,,"Deluxe Superior",-,-
561,"Prestige: Split - Zadar - Split 2023",cruise-split-zadar-split-prestige-2023,/storage/ships/prestige_(6).jpg,"<p>The Croatian coastline north of Split has so much to offer, however, surprisingly, it often goes overlooked. The good news is: North Dalmatia is way less crowded than the south, which brings more opportunities to explore the main highlights without hords of tourists. Listen to the famous Sea Organ in the 3,000-year-old city of Zadar, stroll along the picturesque seafront of &Scaron;ibenik, enjoy multiple stops for swimming and delicious meals on board.&nbsp;</p>",Deluxe,-,-
306,"Ave Marija: Dubrovnik to Split 2021",cruise-dubrovnik-split-ave-marija-2021,/storage/ships/cruise-split-dubrovnik-ave-maria.jpg,,"Deluxe Superior",-,-
307,"Black Swan: Dubrovnik to Split 2021",cruise-dubrovnik-split-black-swan-2021,/storage/ships/20180818_132521(0).jpg,,"Deluxe Superior",-,-
308,"Futura: Dubrovnik to Split 2021",cruise-dubrovnik-split-futura-2021,/storage/ships/cruise-dubrovnik-split-futura.jpg,,"Deluxe Superior",-,-
53,"Ambassador: Dubrovnik to Split",cruise-dubrovnik-split-ambassador,/storage/ships/MS_Ambassador.jpg,,"Deluxe Superior",-,-
310,"Markan: Dubrovnik to Split 2021",cruise-dubrovnik-split-markan-2021,/storage/ships/cruise-dubrovnik-markan.jpg,,"Deluxe Superior",-,-
311,"Rhapsody: Dubrovnik to Split 2021",cruise-dubrovnik-split-rhapsody-2021,/storage/ships/rhapsody.jpg,,"Deluxe Superior",-,-
312,"Riva: Dubrovnik to Split 2021",cruise-dubrovnik-split-riva-2021,/storage/ships/001.jpg,,Deluxe,-,-
57,"Mama Marija: Dubrovnik to Split",cruise-dubrovnik-split-mama-marija,/storage/ships/MamaMarija-1003.jpg,,"Deluxe Superior",-,-
313,"San Antonio: Dubrovnik to Split 2021",cruise-dubrovnik-split-san-antonio-2021,/storage/ships/1_SanAntonio_(29).jpg,,Deluxe,-,-
314,"Amalia: Opatija to Opatija 2021",cruise-opatija-opatija-amalia-2021,/storage/ships/amalia-cover-photo.jpg,,"Premium Superior",-,-
315,"Moonlight: Opatija to Opatija 2021",cruise-opatija-opatija-moonlight-2021,/storage/ships/moonlight-cover-photo.jpg,,"Premium Superior",-,-
316,"Katarina: Dubrovnik to Split 2021",cruise-dubrovnik-split-katarina-2021,/storage/ships/1_panorama.jpg,,Deluxe,-,-
317,"Aquamarin: Dubrovnik to Split 2021",cruise-dubrovnik-split-aquamarin-2021,/storage/ships/cruise-dubrovnik-aquamarine.jpg,,Deluxe,-,-
318,"Aquamarin: Split to Dubrovnik 2021",cruise-split-dubrovnik-aquamarin-2021,/storage/ships/cruise-dubrovnik-aquamarine.jpg,,Deluxe,-,-
319,"Katarina: Split to Dubrovnik 2021",cruise-split-dubrovnik-katarina-2021,/storage/ships/1_panorama.jpg,,Deluxe,-,-
321,"Fantazija: Dubrovnik to Opatija 2021",cruise-dubrovnik-opatija-fantazija-2021,/storage/ships/1_IMG_9543.jpg,,Deluxe,-,-
322,"Aquamarin: Opatija to Dubrovnik 2021",cruise-opatija-dubrovnik-aquamarin-2021,/storage/ships/cruise-dubrovnik-aquamarine.jpg,,Deluxe,-,-
323,"Fantazija: Opatija to Dubrovnik 2021",cruise-opatija-dubrovnik-fantazija-2021,/storage/ships/1_IMG_9543.jpg,,Deluxe,-,-
324,"Fantazija: Dubrovnik to Dubrovnik 2021",cruise-dubrovnik-dubrovnik-fantazija-2021,/storage/ships/1_IMG_9543.jpg,,Deluxe,-,-
581,"Futura: Split to Split 2023",cruise-split-split-futura-2023,/storage/ships/cruise-dubrovnik-split-futura.jpg,"<p>The perfect option for everybody who visits Croatia for the first time. Stop off at the most popular destinations: Hvar, Brać, Korcula, Mljet and last but not least &ndash; Dubrovnik, one of Croatia's most visited historical towns located in the very south of the country. This signature cruise offers a great portion of inspiring sight-seeing, fantastic swim stops, nature experience and incredible local cuisine. Both embarkation and disembarkation is in Split, which makes it easier in terms of arranging flights and holiday extension after the cruise.&nbsp;&nbsp;</p>
<p>&nbsp;</p>","Deluxe Superior",-,-
326,"My Way: Dubrovnik to Dubrovnik 2021",cruise-dubrovnik-dubrovnik-katarina-2021,/storage/ships/My_Way_-_002.jpg,,"Deluxe Superior",-,-
582,"Maritimo: Split to Split 2023",cruise-split-split-maritimo-2023,/storage/ships/maritimo-lead-71.jpg,"<p>The perfect option for everybody who visits Croatia for the first time. Stop off at the most popular destinations: Hvar, Brać, Korcula, Mljet and last but not least &ndash; Dubrovnik, one of Croatia's most visited historical towns located in the very south of the country. This signature cruise offers a great portion of inspiring sight-seeing, fantastic swim stops, nature experience and incredible local cuisine. Both embarkation and disembarkation is in Split, which makes it easier in terms of arranging flights and holiday extension after the cruise.&nbsp;&nbsp;</p>","Deluxe Superior",-,-
327,"Ave Maria: Dubrovnik to Dubrovnik 2021",cruise-dubrovnik-dubrovnik-ave-maria-2021,/storage/ships/cruise-split-dubrovnik-ave-maria.jpg,,"Deluxe Superior",-,-
583,"Admiral: Split to Split 2023",cruise-split-split-admiral-2023,/storage/ships/admiral-cover-photo.jpg,"<p>The perfect option for everybody who visits Croatia for the first time. Stop off at the most popular destinations: Hvar, Brać, Korcula, Mljet and last but not least &ndash; Dubrovnik, one of Croatia's most visited historical towns located in the very south of the country. This signature cruise offers a great portion of inspiring sight-seeing, fantastic swim stops, nature experience and incredible local cuisine. Both embarkation and disembarkation is in Split, which makes it easier in terms of arranging flights and holiday extension after the cruise.&nbsp;&nbsp;</p>",Deluxe,-,-
328,"Adriatic Sky: Dubrovnik to Dubrovnik 2021",cruise-dubrovnik-dubrovnik-adriatic-sky-2021,/storage/ships/adriatic_sky.jpg,,Deluxe,-,-
584,"Fantazija: Split to Split 2023",cruise-split-split-fantazija-2023,/storage/ships/1_IMG_9543.jpg,"<p>The perfect option for everybody who visits Croatia for the first time. Stop off at the most popular destinations: Hvar, Brać, Korcula, Mljet and last but not least &ndash; Dubrovnik, one of Croatia's most visited historical towns located in the very south of the country. This signature cruise offers a great portion of inspiring sight-seeing, fantastic swim stops, nature experience and incredible local cuisine. Both embarkation and disembarkation is in Split, which makes it easier in terms of arranging flights and holiday extension after the cruise.&nbsp;&nbsp;</p>",Deluxe,-,-
329,"Markan: Dubrovnik to Dubrovnik 2021",cruise-dubrovnik-dubrovnik-markan-2021,/storage/ships/cruise-dubrovnik-markan.jpg,,"Deluxe Superior",-,-
585,"Adriatic Pearl: Split to Split 2023",cruise-split-split-adriatic-pearl-2023,/storage/ships/cruise-omis-dubrovnik-adriatic-pearl_(1).jpg,"<p>The perfect option for everybody who visits Croatia for the first time. Stop off at the most popular destinations: Hvar, Brać, Korcula, Mljet and last but not least &ndash; Dubrovnik, one of Croatia's most visited historical towns located in the very south of the country. This signature cruise offers a great portion of inspiring sight-seeing, fantastic swim stops, nature experience and incredible local cuisine. Both embarkation and disembarkation is in Split, which makes it easier in terms of arranging flights and holiday extension after the cruise.</p>",Deluxe,-,-
330,"Maritimo: Dubrovnik to Opatija 2021",cruise-dubrovnik-opatija-maritimo-2021,/storage/ships/maritimo-lead-71.jpg,,"Deluxe Superior",-,-
586,"Ave Maria: Split to Split 2023",cruise-split-split-ave-maria-2023,/storage/ships/cruise-split-dubrovnik-ave-maria.jpg,"<p>The perfect option for everybody who visits Croatia for the first time. Stop off at the most popular destinations: Hvar, Brać, Korcula, Mljet and last but not least &ndash; Dubrovnik, one of Croatia's most visited historical towns located in the very south of the country. This signature cruise offers a great portion of inspiring sight-seeing, fantastic swim stops, nature experience and incredible local cuisine. Both embarkation and disembarkation is in Split, which makes it easier in terms of arranging flights and holiday extension after the cruise.&nbsp;&nbsp;</p>","Deluxe Superior",-,-
331,"Dream: Dubrovnik to Dubrovnik 2021",cruise-dubrovnik-dubrovnik-dream-2021,/storage/ships/dream-cover-photo.jpg,,"Premium Superior",-,-
587,"Rhapsody: Split to Split 2023",cruise-split-split-rhapsody-2023,/storage/ships/rhapsody.jpg,"<p>The perfect option for everybody who visits Croatia for the first time. Stop off at the most popular destinations: Hvar, Brać, Korcula, Mljet and last but not least &ndash; Dubrovnik, one of Croatia's most visited historical towns located in the very south of the country. This signature cruise offers a great portion of inspiring sight-seeing, fantastic swim stops, nature experience and incredible local cuisine. Both embarkation and disembarkation is in Split, which makes it easier in terms of arranging flights and holiday extension after the cruise.&nbsp;&nbsp;</p>","Deluxe Superior",-,-
332,"Majestic: Dubrovnik to Dubrovnik 2021",cruise-dubrovnik-dubrovnik-majestic-2021,/storage/ships/majestic-cover-photo.jpg,,"Premium Superior",-,-
333,"Seagull: Dubrovnik to Dubrovnik 2021",cruise-dubrovnik-dubrovnik-seagull-2021,/storage/ships/seagull-cover-photo_(1).jpg,,"Premium Superior",-,-
589,"Adriatic Sun: Split to Dubrovnik 2023",cruise-split-dubrovnik-adriatic-sun-2023,/storage/ships/IMG_8104.jpg,"<p>One way routes are great if you yearn for more interesting destinations during your 7-night cruise. Sailing on a luxurious small ship, visiting well known places like Hvar or Brač as well as more remote islands like Vis is a perfect choice! Start your day on board with a buffet breakfast, followed by a delicious lunch before swim stop. Explore new towns in the afternoon and spend evenings at leisure. Another important thing to mention is that Split and Dubrovnik are really not so far from each other, so getting back to the original destination to catch your flight back home is not going to be a problem!&nbsp;</p>","Deluxe Superior",-,-
334,"Spalato: Dubrovnik to Dubrovnik 2021",cruise-dubrovnik-dubrovnik-spalato-2021,/storage/ships/cruise-split-dubrovnik-spalato.jpg,,"Premium Superior",-,-
590,"Aurelia: Split to Dubrovnik 2023",cruise-split-dubrovnik-aurelia-2023,/storage/ships/aurelia1.jpg,"<p>One way routes are great if you yearn for more interesting destinations during your 7-night cruise. Sailing on a luxurious small ship, visiting well known places like Hvar or Brač as well as more remote islands like Vis is a perfect choice! Start your day on board with a buffet breakfast, followed by a delicious lunch before swim stop. Explore new towns in the afternoon and spend evenings at leisure. Another important thing to mention is that Split and Dubrovnik are really not so far from each other, so getting back to the original destination to catch your flight back home is not going to be a problem!&nbsp;</p>","Deluxe Superior",-,-
335,"Markan: Opatija to Dubrovnik 2021",cruise-opatija-dubrovnik-markan-2021,/storage/ships/cruise-dubrovnik-markan.jpg,,"Deluxe Superior",-,-
591,"Nautilus: Split to Dubrovnik 2023",cruise-split-dubrovnik-nautilus-2023,/storage/ships/IMG_1702.jpg,"<p>One way routes are great if you yearn for more interesting destinations during your 7-night cruise. Sailing on a luxurious small ship, visiting well known places like Hvar or Brač as well as more remote islands like Vis is a perfect choice! Start your day on board with a buffet breakfast, followed by a delicious lunch before swim stop. Explore new towns in the afternoon and spend evenings at leisure. Another important thing to mention is that Split and Dubrovnik are really not so far from each other, so getting back to the original destination to catch your flight back home is not going to be a problem!&nbsp;</p>","Deluxe Superior",-,-
336,"Maritimo: Opatija to Opatija 2021",cruise-opatija-opatija-maritimo-2021,/storage/ships/maritimo-lead-71.jpg,,"Deluxe Superior",-,-
337,"Amalia: Opatija to Split 2021",cruise-opatija-split-amalia-2021,/storage/ships/amalia-cover-photo.jpg,,"Premium Superior",-,-
593,"Maritimo: Split to Dubrovnik 2023",cruise-split-dubrovnik-maritimo-2023,/storage/ships/maritimo-lead-71.jpg,"<p>One way routes are great if you yearn for more interesting destinations during your 7-night cruise. Sailing on a luxurious small ship, visiting well known places like Hvar or Brač as well as more remote islands like Vis is a perfect choice! Start your day on board with a buffet breakfast, followed by a delicious lunch before swim stop. Explore new towns in the afternoon and spend evenings at leisure. Another important thing to mention is that Split and Dubrovnik are really not so far from each other, so getting back to the original destination to catch your flight back home is not going to be a problem!&nbsp;</p>","Deluxe Superior",-,-
82,"Mama Marija: Split to Dubrovnik",cruise-split-dubrovnik-mama-marija,/storage/ships/MamaMarija-1003.jpg,,"Deluxe Superior",-,-
338,"Markan: Opatija to Split 2021",cruise-opatija-split-markan-2021,/storage/ships/cruise-dubrovnik-markan.jpg,,"Deluxe Superior",-,-
594,"Avangard: Split to Dubrovnik 2023",cruise-split-dubrovnik-avangard-2023,/storage/ships/MS-Avangard-Exterior-9-Header-2000x1335.jpg,"<p>One way routes are great if you yearn for more interesting destinations during your 7-night cruise. Sailing on a luxurious small ship, visiting well known places like Hvar or Brač as well as more remote islands like Vis is a perfect choice! Start your day on board with a buffet breakfast, followed by a delicious lunch before swim stop. Explore new towns in the afternoon and spend evenings at leisure. Another important thing to mention is that Split and Dubrovnik are really not so far from each other, so getting back to the original destination to catch your flight back home is not going to be a problem!&nbsp;</p>","Deluxe Superior",-,-
83,"San Spirito: Dubrovnik to Split",cruise-dubrovnik-split-san-spirito,/storage/ships/SanSpirito-Lead-1.jpg,,Deluxe,-,-
339,"Dream: Split to Dubrovnik 2021",cruise-split-dubrovnik-dream-2021,/storage/ships/dream-cover-photo.jpg,,"Premium Superior",-,-
595,"Infinity: Split to Dubrovnik 2023",cruise-split-dubrovnik-infinity-2023,/storage/ships/infinity-cover.photo_(1).jpg,"<p>One way routes are great if you yearn for more interesting destinations during your 7-night cruise. Sailing on a luxurious small ship, visiting well known places like Hvar or Brač as well as more remote islands like Vis is a perfect choice! Start your day on board with a buffet breakfast, followed by a delicious lunch before swim stop. Explore new towns in the afternoon and spend evenings at leisure. Another important thing to mention is that Split and Dubrovnik are really not so far from each other, so getting back to the original destination to catch your flight back home is not going to be a problem!&nbsp;</p>","Deluxe Superior",-,-
340,"Majestic: Split to Dubrovnik 2021",cruise-split-dubrovnik-majestic-2021,/storage/ships/majestic-cover-photo.jpg,,"Premium Superior",-,-
596,"Aquamarin: Split to Dubrovnik 2023",cruise-split-dubrovnik-aquamarin-2023,/storage/ships/cruise-dubrovnik-aquamarine.jpg,"<p>One way routes are great if you yearn for more interesting destinations during your 7-night cruise. Sailing on a luxurious small ship, visiting well known places like Hvar or Brač as well as more remote islands like Vis is a perfect choice! Start your day on board with a buffet breakfast, followed by a delicious lunch before swim stop. Explore new towns in the afternoon and spend evenings at leisure. Another important thing to mention is that Split and Dubrovnik are really not so far from each other, so getting back to the original destination to catch your flight back home is not going to be a problem!&nbsp;</p>",Deluxe,-,-
85,"Splendid: Split to Dubrovnik",cruise-split-dubrovnik-splendid,/storage/ships/splendid-lead-1.jpg,,"Premium Superior",-,-
341,"Seagull: Split to Dubrovnik 2021",cruise-split-dubrovnik-seagull-2021,/storage/ships/seagull-cover-photo_(1).jpg,,"Premium Superior",-,-
597,"Black Swan: Split to Dubrovnik 2023",cruise-split-dubrovnik-black-swan-2023,/storage/ships/20180818_132521(0).jpg,"<p>One way routes are great if you yearn for more interesting destinations during your 7-night cruise. Sailing on a luxurious small ship, visiting well known places like Hvar or Brač as well as more remote islands like Vis is a perfect choice! Start your day on board with a buffet breakfast, followed by a delicious lunch before swim stop. Explore new towns in the afternoon and spend evenings at leisure. Another important thing to mention is that Split and Dubrovnik are really not so far from each other, so getting back to the original destination to catch your flight back home is not going to be a problem!&nbsp;</p>","Deluxe Superior",-,-
342,"Spalato: Split to Dubrovnik 2021",cruise-split-dubrovnik-spalato-2021,/storage/ships/cruise-split-dubrovnik-spalato.jpg,,"Premium Superior",-,-
598,"Adriatic Sun: Dubrovnik to Split 2023",cruise-dubrovnik-split-adriatic-sun-2023,/storage/ships/IMG_8104.jpg,"<p>A summer cruise to remember! Board your beautiful deluxe vessel in Dubrovnik, Croatia's southernmost city, and be ready to head up north towards Split. This route brings an opportunity to explore many of Croatia highlights: Hvar, Brač, Korčula, the national park of Mljet. Other destinations include the former fishermen's village of Slano and Ston, a once fortified small town near Dubrovnik, famous for its oysters, which you will also have a chance to taste during the half-day excursion.&nbsp;</p>","Deluxe Superior",-,-
343,"Amalia: Split to Opatija 2021",cruise-split-dubrovnik-amalia-2021,/storage/ships/amalia-cover-photo.jpg,,"Premium Superior",-,-
599,"Aurelia: Dubrovnik to Split 2023",cruise-dubrovnik-split-aurelia-2023,/storage/ships/aurelia1.jpg,"<p>A summer cruise to remember! Board your beautiful deluxe vessel in Dubrovnik, Croatia's southernmost city, and be ready to head up north towards Split. This route brings an opportunity to explore many of Croatia highlights: Hvar, Brač, Korčula, the national park of Mljet. Other destinations include the former fishermen's village of Slano and Ston, a once fortified small town near Dubrovnik, famous for its oysters, which you will also have a chance to taste during the half-day excursion.&nbsp;</p>","Deluxe Superior",-,-
344,"Amalia: Split to Split 2021",cruise-split-split-amalia-2021,/storage/ships/amalia-cover-photo.jpg,,"Premium Superior",-,-
600,"Nautilus: Dubrovnik to Split 2023",cruise-dubrovnik-split-nautilus-2023,/storage/ships/IMG_1702.jpg,"<p>A summer cruise to remember! Board your beautiful deluxe vessel in Dubrovnik, Croatia's southernmost city, and be ready to head up north towards Split. This route brings an opportunity to explore many of Croatia highlights: Hvar, Brač, Korčula, the national park of Mljet. Other destinations include the former fishermen's village of Slano and Ston, a once fortified small town near Dubrovnik, famous for its oysters, which you will also have a chance to taste during the half-day excursion.&nbsp;</p>","Deluxe Superior",-,-
345,"Dream: Split to Split 2021",cruise-split-split-dream-2021,/storage/ships/dream-cover-photo.jpg,,"Premium Superior",-,-
601,"Ave Maria: Dubrovnik to Split 2023",cruise-dubrovnik-split-ave-maria-2023,/storage/ships/cruise-split-dubrovnik-ave-maria.jpg,"<p>A summer cruise to remember! Board your beautiful deluxe vessel in Dubrovnik, Croatia's southernmost city, and be ready to head up north towards Split. This route brings an opportunity to explore many of Croatia highlights: Hvar, Brač, Korčula, the national park of Mljet. Other destinations include the former fishermen's village of Slano and Ston, a once fortified small town near Dubrovnik, famous for its oysters, which you will also have a chance to taste during the half-day excursion.&nbsp;</p>","Deluxe Superior",-,-
346,"Majestic: Split to Split 2021",cruise-split-split-majestic-2021,/storage/ships/majestic-cover-photo.jpg,,"Premium Superior",-,-
